Date,Open,High,Low,Close,Adj Close,Volume
2022-02-22,33.660000,33.930000,32.750000,32.930000,32.930000,16913100
2022-02-23,33.250000,33.459999,32.419998,32.759998,32.759998,15102100
2022-02-24,31.299999,35.070000,31.299999,34.980000,34.980000,22551000
2022-02-25,35.119999,35.299999,34.130001,35.290001,35.290001,15394900
2022-02-28,34.950001,36.049999,34.849998,35.549999,35.549999,17962000
2022-03-01,35.509998,36.130001,34.709999,35.560001,35.560001,17948000
2022-03-02,35.770000,35.770000,34.130001,34.619999,34.619999,18255100
2022-03-03,34.900002,35.180000,33.450001,33.490002,33.490002,18792000
2022-03-04,33.750000,34.230000,32.950001,33.389999,33.389999,17504000
2022-03-07,33.509998,33.880001,32.400002,32.419998,32.419998,18780200
2022-03-08,32.270000,33.830002,31.950001,32.680000,32.680000,17410600
2022-03-09,33.549999,34.529999,33.299999,34.369999,34.369999,16886000
2022-03-10,33.630001,34.439999,33.369999,34.119999,34.119999,12583300
2022-03-11,34.040001,34.110001,32.880001,33.000000,33.000000,15740500
2022-03-14,32.689999,33.950001,32.480000,33.029999,33.029999,17551500
2022-03-15,33.119999,34.520000,33.000000,33.970001,33.970001,14678000
2022-03-16,34.900002,35.650002,34.320000,35.369999,35.369999,25197000
2022-03-17,35.209999,37.709999,34.889999,37.299999,37.299999,30853100
2022-03-18,37.459999,39.049999,37.180000,37.770000,37.770000,35938500
2022-03-18,37.459999,39.044998,37.180000,37.770000,37.770000,35084177
