Date,Open,High,Low,Close,Adj Close,Volume
2022-02-22,388.950012,392.420013,373.019989,377.380005,377.380005,6697500
2022-02-23,382.720001,386.000000,366.660004,367.459991,367.459991,4614300
2022-02-24,355.089996,390.730011,354.720001,390.029999,390.029999,7068700
2022-02-25,386.609985,391.290009,375.579987,390.799988,390.799988,4841600
2022-02-28,387.329987,397.750000,382.130005,394.519989,394.519989,5030600
2022-03-01,391.600006,395.000000,383.709991,386.239990,386.239990,3290400
2022-03-02,388.929993,389.220001,375.209991,380.029999,380.029999,5356800
2022-03-03,386.000000,386.119995,364.649994,368.070007,368.070007,6076800
2022-03-04,368.000000,374.820007,357.170013,361.730011,361.730011,5325500
2022-03-07,360.410004,362.000000,350.200012,350.260010,350.260010,5708400
2022-03-08,349.799988,358.859985,340.670013,341.760010,341.760010,6428700
2022-03-09,357.690002,364.140015,350.510010,358.790009,358.790009,6520200
2022-03-10,356.200012,367.019989,353.299988,356.769989,356.769989,4807800
2022-03-11,361.190002,363.359985,340.000000,340.320007,340.320007,4815500
2022-03-14,338.720001,341.320007,329.820007,331.010010,331.010010,5907800
2022-03-15,335.100006,345.359985,332.359985,343.750000,343.750000,5460600
2022-03-16,348.200012,359.989990,343.059998,357.529999,357.529999,6982500
2022-03-17,359.700012,373.309998,354.880005,371.399994,371.399994,5818300
2022-03-18,372.000000,381.799988,368.470001,380.600006,380.600006,8309200
2022-03-18,372.000000,381.750000,368.470001,380.600006,380.600006,7925071
