Date,Open,High,Low,Close,Adj Close,Volume
2022-02-22,3009.570068,3059.649902,2969.709961,3003.949951,3003.949951,3306400
2022-02-23,3033.010010,3035.260010,2893.020020,2896.540039,2896.540039,3212200
2022-02-24,2796.750000,3034.979980,2790.000000,3027.159912,3027.159912,5039300
2022-02-25,3011.000000,3079.800049,2984.270020,3075.770020,3075.770020,3119800
2022-02-28,3048.500000,3089.000000,3017.000000,3071.260010,3071.260010,2878500
2022-03-01,3054.649902,3081.979980,2999.540039,3022.840088,3022.840088,2243700
2022-03-02,3016.979980,3059.989990,2975.000000,3041.050049,3041.050049,2366700
2022-03-03,3070.629883,3078.580078,2937.120117,2957.969971,2957.969971,3259900
2022-03-04,2943.179932,2957.000000,2876.139893,2912.820068,2912.820068,3046700
2022-03-07,2908.870117,2921.889893,2748.330078,2749.060059,2749.060059,4346700
2022-03-08,2733.669922,2813.989990,2671.449951,2720.290039,2720.290039,4583100
2022-03-09,2790.000000,2805.000000,2736.560059,2785.580078,2785.580078,4132800
2022-03-10,2913.699951,2973.489990,2879.560059,2936.350098,2936.350098,6753100
2022-03-11,2991.489990,2993.500000,2907.379883,2910.489990,2910.489990,3440500
2022-03-14,2919.620117,2949.000000,2817.679932,2837.060059,2837.060059,3704300
2022-03-15,2857.000000,2959.699951,2840.000000,2947.330078,2947.330078,3779200
2022-03-16,2970.000000,3063.000000,2947.070068,3062.080078,3062.080078,4247900
2022-03-17,3052.810059,3149.969971,3042.800049,3144.780029,3144.780029,3646700
2022-03-18,3136.260010,3231.879883,3120.219971,3225.010010,3225.010010,5141300
2022-03-18,3136.260010,3231.879883,3120.219971,3225.010010,3225.010010,4866459
