Date,Open,High,Low,Close,Adj Close,Volume
2022-02-22,102.150002,105.080002,101.709999,103.169998,103.169998,28422200
2022-02-23,105.019997,105.550003,100.595001,100.720001,100.720001,25263600
2022-02-24,94.739998,105.260002,94.500000,105.019997,105.019997,35400600
2022-02-25,106.150002,111.099998,104.529999,110.940002,110.940002,33806900
2022-02-28,110.309998,113.535004,108.930000,111.930000,111.930000,25719300
2022-03-01,112.730003,112.750000,105.560997,106.510002,106.510002,19597700
2022-03-02,105.610001,107.230003,103.690002,106.610001,106.610001,17023500
2022-03-03,107.660004,107.750000,100.860001,101.339996,101.339996,20330800
2022-03-04,100.239998,102.389999,98.620003,99.910004,99.910004,20151600
2022-03-07,99.570000,100.330002,93.500000,93.610001,93.610001,26529900
2022-03-08,93.040001,98.599998,92.250000,94.900002,94.900002,25130900
2022-03-09,98.120003,100.730003,97.290001,100.220001,100.220001,20811300
2022-03-10,99.050003,99.320000,96.400002,98.550003,98.550003,14703200
2022-03-11,99.750000,99.820000,95.519997,96.570000,96.570000,15117200
2022-03-14,96.044998,100.639999,94.629997,96.870003,96.870003,20988900
2022-03-15,98.675003,100.570000,96.050003,100.459999,100.459999,18032900
2022-03-16,102.379997,107.940002,101.889999,107.919998,107.919998,24840500
2022-03-17,106.559998,112.180000,106.470001,112.160004,112.160004,21950800
2022-03-18,111.529999,119.379997,110.230003,118.769997,118.769997,31923000
2022-03-18,111.529999,119.379997,110.230003,118.769997,118.769997,31997825
